Company,Post,Location,Stipend,Experience
Digitalist,Corporate Sales Executive,"Bengaluru, Bangalore, Karnataka",300000.0,1 year(s)
Zivon Energies LLP,Digital Marketing Specialist,Jaipur,200000.0,1 year(s)
The Skillians,Business Development Specialist,Gurgaon,250000.0,0 year(s)
YOSO MEDIA,Video Editor,Mumbai,300000.0,1 year(s)
IIDE Education Private Limited,Content Writing SEO,Mumbai,200000.0,0 year(s)
VIDHU ACADEMY,Business Development Associate,Chennai,200000.0,1 year(s)
ZOOT DIGITAL SEO,Junior Teacher,"Mumbai, Maharashtra",200000.0,0 year(s)
VIDHU ACADEMY,Telecaller,Chennai,200000.0,1 year(s)
Saroj Education Group,Marketing Associate (Mumbai),Mumbai,300000.0,0 year(s)
AppVersal,App Store Optimization Operations,Noida,300000.0,1 year(s)
Educase India,Senior Videographer,Hyderabad,300000.0,1 year(s)
Shaleen Shrotriya,Associate Video Editor,Bhopal,200000.0,1 year(s)
Espangle,Administration Manager,Gurgaon,360000.0,1 year(s)
Digital Heroes,WordPress Developer,Lucknow,200000.0,1 year(s)
Cosmos Staffing Solutions,Telecaller,Hyderabad,200000.0,1 year(s)
Filmy Curry Private Limited,Influencer/Meme Marketing Co-ordinator,Indore,202000.0,1 year(s)
Jomotel.com,Senior Executive (Hotel Reservation & Sales),Delhi,200000.0,1 year(s)
Sunday Team,Graphic Designer,Hyderabad,251000.0,1 year(s)
Cosmos Staffing Solutions,Accountant,Hyderabad,300000.0,1 year(s)
Saaiesh Group,Content & E-commerce Management Associate,Delhi,200000.0,1 year(s)
Wehire Talent Solutions,Customer Service Associate,"Thane, Navi Mumbai, Mumbai",300000.0,0 year(s)
Digital Heroes,Associate Software Developer,Lucknow,400000.0,1 year(s)
APRA INNOVATIVE PVT LTD,Sales And Marketing Executive,Mumbai,200000.0,0 year(s)
Growify Digital,E-Commerce Catalog Management,Delhi,200000.0,0 year(s)
Leafoberryy,Graphic Designer & Video Maker,Mumbai,365000.0,1 year(s)
XOST,Junior Corporate Sales Executive,Bengaluru,300000.0,0 year(s)
Prockured,Corporate Sales Executive,Jaipur,230000.0,0 year(s)
TSL Marketing,Business Development Executive,"Pune, Mumbai, Maharashtra",240000.0,0 year(s)
We Rank One LLP,Business Development Executive,"Thane, Navi Mumbai, Mumbai",240000.0,1 year(s)
Right Health India,Cinematographer,Mumbai,500000.0,1 year(s)
Redragaa,Business Development Executive,Mumbai,300000.0,1 year(s)
Fighterhero,Operations Associate,Bangalore,280000.0,1 year(s)
Orical Technology LLP,Telesales Executive,Ahmedabad,203000.0,0 year(s)
Level 3 Human Resources,BPO Associate,Mumbai,380000.0,0 year(s)
Aashni + Co,Retail Head Merchandiser,Mumbai,1220000.0,1 year(s)
Goldcrest School,Teacher,Hyderabad,200000.0,0 year(s)
Batch System,Backend Developer,Pune,300000.0,1 year(s)
InstaWeb Labs Private Limited,Human Resources (HR) Executive,Mumbai,200000.0,1 year(s)
Flickstree,Account Executive,Mumbai,200000.0,1 year(s)
Unwyre Solutions,Creative Product Designer,Vadodara,200000.0,0 year(s)
Quickwork Technologies Private Limited,Technical Content Writer,Mumbai,280000.0,1 year(s)
Flavorcraft Innovations Private Limited,Video Editor,Mumbai,300000.0,1 year(s)
ALFA Maxworth Private Limited,Corporate Sales Executive,Bhubaneswar,205000.0,1 year(s)
ROBOKALAM,Associate Video Editor,Warangal,240000.0,0 year(s)
RegisterKaro,Business Development Associate,Gurgaon,200000.0,1 year(s)
GJ Manufacturers Private Limited,Ethinc Wear Store Manager - Retail,Jaipur,253000.0,1 year(s)
Samradhya Bhumi E-Vehicles,Electrical Engineer,Lucknow,200000.0,1 year(s)
TheDigitalShift,Graphic Designer,Jodhpur,280000.0,1 year(s)
Mr n Mrs Pet,Post Sales Executive,Jaipur,250000.0,1 year(s)
E Publication Services Pvt Ltd,Digital Marketing Executive,Panchkula,200000.0,1 year(s)
STEMpedia,Technical Support Executive,Ahmedabad,240000.0,0 year(s)
Mr n Mrs Pet,Sales Executive,Jaipur,200000.0,1 year(s)
RegisterKaro,Junior Business Development Associate,Gurgaon,240000.0,0 year(s)
Tekies Retail Private Limited,Operations Executive,Noida,200000.0,1 year(s)
Zigsaw Consultancy,Receptionist,Mumbai,460000.0,1 year(s)
Credeb Advisors LLP,International Customer Service Representative,"Thane, Ambernath, Panvel",200000.0,1 year(s)
Credeb Advisors LLP,Corporate Sales Associate,Mumbai,200000.0,1 year(s)
Mr n Mrs Pet,Client Service Executive,Jaipur,200000.0,1 year(s)
Mikky Publication Services Private Limited,Client Relationship Executive,Panchkula,240000.0,0 year(s)
LabelFlavia,Customer Service Executive,Jaipur,205000.0,1 year(s)
Mr n Mrs Pet,Transport Executive,Jaipur,200000.0,1 year(s)
Mr n Mrs Pet,Pet Nutritionist,Jaipur,200000.0,1 year(s)
APSK Production & Entertainment Private Limited,Telecaller,Jaipur,200000.0,0 year(s)
APSK Production & Entertainment Private Limited,Business Development Executive,Jaipur,200000.0,0 year(s)
Break The Code,Business Consultant Associate,Mumbai,200000.0,0 year(s)
Agha Caravan International,Corporate Sales Executive,Mumbai,200000.0,1 year(s)
Globussoft,Video Editor,Bhilai,284000.0,0 year(s)
Credeb Advisors LLP,Customer Service Specialist,Mumbai,200000.0,1 year(s)
E Publication Services Pvt Ltd,Research Consultant,Panchkula,200000.0,0 year(s)
E Publication Services Pvt Ltd,Business Development Executive,Panchkula,200000.0,0 year(s)
Agha Caravan International,Associate Accountant,Mumbai,200000.0,1 year(s)
Pune Medical Coding Training Institute,Clinical Research Trainer,Pune,200000.0,1 year(s)
QuadB Tech,Junior Social Media Marketing Executive,Ludhiana,200000.0,1 year(s)
Glee Impex Private Limited,Export Sales Executive,Noida,250000.0,1 year(s)
Zigsaw Consultancy,Primary Teacher,Sojat,240000.0,1 year(s)
Agha Caravan International,Customer Service Associate,Mumbai,200000.0,1 year(s)
Credeb Advisors LLP,Customer Service Specialist,Mumbai,200000.0,1 year(s)
RegisterKaro,Pre Sales Associate,Gurgaon,200000.0,1 year(s)
RegisterKaro,Customer Support Associate (Application Filing & Client Assistance),Gurgaon,200000.0,0 year(s)
RK Enterprise,Administration Associate,Mumbai,200000.0,0 year(s)
Argmac,Business Development Sales,"Delhi, Gurgaon",250000.0,1 year(s)
Pentableu,Client Service Executive,Mumbai,240000.0,1 year(s)
Academiq.io,Business Development Associate,Noida,250000.0,1 year(s)
Boomcast Media Network Private Limited,Photographer,"Delhi, Gurgaon, Noida",240000.0,1 year(s)
Dhyey Consulting Services Private Limited,ERP Consultant,Vadodara,200000.0,0 year(s)
Capes India,Accountant,Mumbai,200000.0,1 year(s)
QuadB Tech,Partnership Manager,Ludhiana,200000.0,0 year(s)
Sanjana Khatri,Interior Designer,Jaipur,200000.0,1 year(s)
RegisterKaro,Junior Corporate Sales Trainee,Gurgaon,240000.0,0 year(s)
SkillGenic Academy,Associate Videographer,Indore,300000.0,0 year(s)
Luminova,Field Sales Executive,"Pune, Mumbai",250000.0,1 year(s)
Rank Revenue Digitech,Business Development Executive,Faridabad,242000.0,1 year(s)
TAB Group,Business Development Associate,Noida,250000.0,1 year(s)
Fintracon Private Limited,Administration Manager,Noida,275000.0,1 year(s)
Eduvoyage,Junior Operations Executive,Jaipur,200000.0,1 year(s)
Credeb Advisors LLP,BPO (Healthcare Chat Process),Mumbai,204000.0,1 year(s)
Mr n Mrs Pet,Veterinarian,Jaipur,200000.0,1 year(s)
Design Mart,Civil Engineer,Bhopal,200000.0,1 year(s)
Deepnexus S,Junior Lead Generation Associate,Coimbatore,200000.0,0 year(s)
Saroj Education Group,Human Resources (HR) Executive,Mumbai,250000.0,1 year(s)
Sharedpro,Client Success Executive,Vadodara,250000.0,1 year(s)
Break The Code,Corporate Sales Associate,Mumbai,200000.0,0 year(s)
GJ Manufacturers Private Limited,Junior Operations Manager,Jaipur,225000.0,0 year(s)
Intoglo,Senior Executive - Customer Growth (Field Sales),Rajkot,600000.0,1 year(s)
The Future University,Customer Support Executive,"Chandigarh, Mohali",240000.0,0 year(s)
APSK Production & Entertainment Private Limited,Telecaller,Noida,200000.0,0 year(s)
Indian Institute Of Vedic Science,Inside Sales Executive,Delhi,220000.0,0 year(s)
Rank Revenue Digitech,Associate Content Writer,Gurgaon,240000.0,1 year(s)
TAB Group,Event Sales Executive,"Noida, Faridabad, Ghaziabad, Gurgaon, Greater Noida, Delhi",250000.0,0 year(s)
QuadB Tech,Digital Marketing Executive,Ludhiana,200000.0,0 year(s)
STAY ATLAS,Team Leader,Mumbai,240000.0,1 year(s)
E Publication Services Pvt Ltd,Editorial Assistant,Panchkula,200000.0,0 year(s)
RegisterKaro,Senior Content Writer,Gurgaon,250000.0,1 year(s)
WEMATTER PXT Limited,Client Growth Executive,Mumbai,200000.0,0 year(s)
TheDigitalShift,Business Development Associate,Jodhpur,340000.0,1 year(s)
TAB Group,SPONSERSHIP SALES EXECUTIVE,"Noida, Faridabad, Ghaziabad, Gurgaon, Meerut, Greater Noida, Delhi",250000.0,0 year(s)
Lensable Productions,Social Media Manager & Digital Marketing Expert,"Pune, Vapi, Mumbai, Nashik",280000.0,1 year(s)
REGENTA CENTRAL ANTARIM,Digital Marketing Specialist,"Ahmedabad, Candolim",450000.0,0 year(s)
Break The Code,Business Development Associate,Mumbai,200000.0,0 year(s)
Agha Caravan International,Junior Operations Executive,Mumbai,600000.0,1 year(s)
Globussoft,Inside Sales Executive,Bangalore,250000.0,1 year(s)
Break The Code,Performance Marketing Executive,Mumbai,200000.0,0 year(s)
Rukhmani Treasures,Junior Telecaller,Pune,200000.0,1 year(s)
DEFT Organizers Private Limited,Junior Travel & Tourism Specialist,Noida,200000.0,1 year(s)
RegisterKaro,Social Media Associate,Gurgaon,300000.0,1 year(s)
Cosmos Staffing Solutions,Telecaller,"Gurgaon, Udaipur, Noida",350000.0,1 year(s)
Marg Software Solution,Corporate Sales Executive,Raipur,340000.0,1 year(s)
Aurora Productions,In House Creative,Mumbai,250000.0,0 year(s)
Armonia Resource,Corporate Sales Manager,Australian (Canada),1000000.0,1 year(s)
Antarangni Interior Private Limited,Senior Interior Designer,Bangalore,300000.0,1 year(s)
Relu Consultancy,Data Extraction Engineer,Bhopal,200000.0,0 year(s)
GJ Manufacturers Private Limited,Women Ethnic Store Manager,Mumbai,350000.0,1 year(s)
Awaiting Adventures Tours And Travels,Junior Travel & Tourism Executive,Mumbai,250000.0,0 year(s)
ROBOKALAM,Solar Energy Technician,Hyderabad,204000.0,0 year(s)
InstaAstro,Customer Relationship Executive,Noida,200000.0,0 year(s)
Playto Labs,Business Development Associate - Fresher,Bengaluru,200000.0,0 year(s)
Checkered Spaces,Interior Designer,Bangalore,264000.0,1 year(s)
Creatiwise,UX/UI Designer,Mumbai,200000.0,1 year(s)
Mikky Publication Services Private Limited,HR Generalist,Panchkula,300000.0,1 year(s)
Zecway Studio LLP,Business Development Associate,Bengaluru,300000.0,1 year(s)
Digi Osmosis,Client Service Executive,Mumbai,300000.0,1 year(s)
TAB Group,Business Growth Executive,"Faridabad, Delhi, Ghaziabad, Gurgaon, Jaipur, Noida, Haryana",250000.0,0 year(s)
Right Health India,SEO Specialist,Mumbai,300000.0,1 year(s)
Glamanand Entertainment,Marketing Associate,Delhi,400000.0,1 year(s)
Abhiman Innovations Private Limited,Digital Marketing Associate,Noida,300000.0,1 year(s)
Shubham Jain Architects,Junior Interior Designer,Delhi,216000.0,1 year(s)
Mars Consultancy Firm,Talent Acquisition Associate,"Thane, Navi Mumbai, Mumbai",200000.0,0 year(s)
RegisterKaro,Finance Operations Associate,Gurgaon,200000.0,1 year(s)
Bosscoder Academy,Business Development Associate,Noida,260000.0,0 year(s)
Globussoft,Graphic Designer,Bhilai,345000.0,0 year(s)
IDZ Digital Private Limited,Graphic Artist,Mumbai,200000.0,0 year(s)
Secured Engineers Private Limited,HR Executive,Ludhiana,200000.0,1 year(s)
Break The Code,Junior Graphic Designer,Mumbai,200000.0,0 year(s)
Simit Bhagat Studios,Video Editor,Mumbai,300000.0,1 year(s)
The Future University,Associate Accountant,"Chandigarh, Mohali",240000.0,1 year(s)
Political Sampark,Corporate Sales Manager,Noida,360000.0,1 year(s)
Fit Face,Graphic Designer,Mumbai,200000.0,1 year(s)
Divya Singh,Interior Designer,Noida,200000.0,1 year(s)
Eqisol Services Pvt Ltd,Operations Manager,Mumbai,200000.0,1 year(s)
BluGrad Overseas Education,Overseas Education Counselor,Bengaluru,208000.0,1 year(s)
Captain Rohit Aviation Academy,Telecaller,Mumbai,216000.0,1 year(s)
AEC TRADEFAIRS,Business Growth Executive,Mumbai,200000.0,0 year(s)
Brandsun Promotion,Corporate Sales Associate,Delhi,200002.0,1 year(s)
Akshat Engineers Private Limited,Telecaller,Jaipur,200000.0,1 year(s)
Structiall Engineering Consultancy,Business Development Manager,Bhubaneswar,300000.0,0 year(s)
Credeb Advisors LLP,Digital Marketing Executive,Guruvayur,240000.0,0 year(s)
Dnyandeep Foundation Centre,Mental Ability (Aptitude) Teacher,Aurangabad,300000.0,0 year(s)
LabelFlavia,Senior Fashion Designer,Jaipur,200000.0,1 year(s)
Mr n Mrs Pet,Graphic Designer,Jaipur,200000.0,1 year(s)
SkillGenic Academy,Business Development Associate,Indore,300000.0,0 year(s)
Mr n Mrs Pet,Content Writer,Jaipur,250000.0,1 year(s)
Blue Sparrow Science Party,City Coordinator,"Navi Mumbai, Mumbai",350000.0,1 year(s)
Mr n Mrs Pet,Pet Grievance,Jaipur,200000.0,0 year(s)
Vibrant Publishers,Senior Graphic Designer,Mumbai,360000.0,1 year(s)
Olympia Pools,Commercial Executive,Hyderabad,215000.0,1 year(s)
Aditya Trading Company,Export Executive,"Mumbai, Thane, Mumbai (Índia)",216000.0,1 year(s)
Barbell Cartel,Sales Executive,Bengaluru,600000.0,1 year(s)
Olympia Pools,Administration Executive,Hyderabad,215000.0,1 year(s)
Olympia Pools,Junior CAD Designer,Hyderabad,215000.0,1 year(s)
Rohit  Kumawat,Telecaller - Night Shift,Jaipur,200000.0,1 year(s)
Break The Code,Digital Marketing Associate,Mumbai,200000.0,0 year(s)
Political Sampark,Senior Content Writer,Noida,300000.0,1 year(s)
Rank Revenue Digitech,Junior Search Engine Optimization (SEO) Executive,Faridabad,200000.0,1 year(s)
Obliix Global,Proprietary Equity Trader,Pune,200000.0,0 year(s)
Political Sampark,Video Editor,Noida,360000.0,1 year(s)
The Trading Fox,Associate Content Writer,Jaipur,300000.0,1 year(s)
AUSLESE,Sales Executive,Delhi,220000.0,0 year(s)
VleBazaar,Purchase Assistant,Gurgaon,200000.0,1 year(s)
ONE XL INFO LLP,Press Release Specialist,Pimpri-Chinchwad,200000.0,1 year(s)
Break The Code,Junior Social Media Marketing Executive,Mumbai,200000.0,0 year(s)
Dhruv Corporate (HR) Solutions Private Limited,Digital Marketing Executive,Ahmedabad,400000.0,1 year(s)
Pixel2Pixel,3D Generalist,Delhi,300000.0,1 year(s)
ILIF HOTELS AND RESORTS,Human Resources (HR) Executive,Navi Mumbai,200000.0,1 year(s)
Blue Rose Publishers,Human Resources (HR) Executive,Noida,240000.0,1 year(s)
IDZ Digital Private Limited,Digital Marketing Executive,"Thane, Navi Mumbai, Kalyan, Mumbai, Panvel",200000.0,0 year(s)
G&T-Star Production And Entertainment Private Limited,Business Development Executive,Noida,200000.0,0 year(s)
Aurum Group,Accountant,Navi Mumbai,300000.0,1 year(s)
International Institute Of Data Science & Technology,Business Development Executive,Noida,250000.0,0 year(s)
Gold Coast Films LLP,Accountant,Mumbai,300000.0,1 year(s)
Weddings N Beyond,Graphic Designer,"Ambala, Chandigarh, Shimla, Solan, Kharar, Mohali, Zirakpur, Panchkula",200000.0,0 year(s)
Saloni Mehta,Textile Prints Developer,Mumbai,210000.0,1 year(s)
Break The Code,Junior Social Media Marketing Associate,Mumbai,200000.0,0 year(s)
Ambe Healthcare Staffing,US Healthcare Recruiter,Nashik,200000.0,0 year(s)
Akaaro,Procurement & Supply Chain Manager,Pune,360000.0,1 year(s)
Aurum Group,Business Technology,Navi Mumbai,300000.0,1 year(s)
EVERSEAL,Field Sales Executive,Delhi,400000.0,1 year(s)
Akaaro,Operation Manager,Pune,360000.0,1 year(s)
Internshala,Associate Videographer,Gurgaon,360000.0,1 year(s)
Hiring Squad,Customer Support Executive,Bengaluru,204000.0,1 year(s)
Fulcrum Homedecor,Operations Manager,Pune,250000.0,1 year(s)
Hiring Squad,Customer Support Executive,Bangalore,300000.0,1 year(s)
Dolphin Ad World Private Limited,Accountant,Mumbai,200000.0,1 year(s)
Goodera,Graphic Designer Senior Associate,Bangalore,600000.0,1 year(s)
Virtualxcel Solutions Private Limited,Junior Operations Executive,Delhi,250000.0,1 year(s)
Monkhub,IT Sales Consultant,Gurgaon,300000.0,1 year(s)
The Trading Fox,Live Stream Presenter,Jaipur,300000.0,0 year(s)
MentorBoxx,B2B Corporate Sales Specialist,Bengaluru,250000.0,1 year(s)
Akaaro,Life Skills Teacher,"Meerut, Panipat, Delhi",360000.0,1 year(s)
BGCI Buttergirl India LLP,Personal Assistant & Office Administrator,Mumbai,200000.0,1 year(s)
Playto Labs,Business Development Associate Trainee,Bengaluru,200000.0,0 year(s)
Cliniceo,Corporate Sales Manager,"Bengaluru, Mumbai",200000.0,1 year(s)
ReNote AI Private Limited,Digital Marketing Executive (Performance & Paid Marketing Focus),Hyderabad,240000.0,1 year(s)
Akaaro,Research & Development (R&D) Manager,Pune,360000.0,1 year(s)
Akaaro,Accounts Manager,Pune,360000.0,1 year(s)
Playto Labs,Business Development Associate,Bengaluru,200000.0,0 year(s)
Tech Burner,Sales Associate,Bengaluru,360000.0,1 year(s)
Akaaro,Bookkeeping Manager,Pune,360000.0,1 year(s)
Akaaro,Finance Manager,Pune,360000.0,1 year(s)
ONE XL INFO LLP,Social Media Executive,Pimpri-Chinchwad,300000.0,1 year(s)
Aastha Nova Brands,Social Media Manager,Mumbai,350000.0,1 year(s)
Webboombaa,Performance Marketing Specialist,Chennai,600000.0,1 year(s)
Credeb Advisors LLP,Accounting Executive,Gurgaon,240000.0,1 year(s)
Webboombaa,Business Development,"Chennai, Delhi, Kolkata, Pune, Hyderabad, Mumbai",360000.0,1 year(s)
ONE XL INFO LLP,Team Lead Proofreader,Pimpri-Chinchwad,420000.0,1 year(s)
STAY ATLAS,Social Media Manager/Strategist,Mumbai,240000.0,1 year(s)
Supernova AI,Student Mentor (Telugu) - Customer Support,Bengaluru,200000.0,1 year(s)
Internshala,Influencer Marketing Associate,Gurgaon,400000.0,1 year(s)
Smartmove Global Platforms Private Limited,Business Development Executive,"Delhi, Gurgaon, Noida, Uttar Pradesh, Haryana",525000.0,1 year(s)
Institute Of Advance Education & Research,Corporate Sales Executive,Kolkata,210000.0,1 year(s)
HINDUSTAN HARDWARE AND PLYWOODS,Digital Marketing Specialist,Bangalore,228000.0,1 year(s)
NestAway Technologies Private Limited,Telecaller,Bengaluru,300000.0,1 year(s)
Isourse,Finance Associate,Delhi,300000.0,1 year(s)
Credvest India Private Limited,Business Development Manager,Bengaluru,600000.0,1 year(s)
Globussoft,Business Development Executive,Bengaluru,200000.0,0 year(s)
The Whitespace Architects,Junior Architect,Varanasi,210000.0,0 year(s)
Ambe Healthcare Staffing,US Healthcare Recruiter,Mumbai,200000.0,0 year(s)
Techdome Solutions Private Limited,Video Editor & Social Media Manager,Hyderabad,200000.0,0 year(s)
MightyWarner Infoserve Private Limited,Business Development Executive,"Delhi, Ghaziabad, Noida",240000.0,1 year(s)
Indu Shekhar Tripathi,Human Resources (HR) Manager,Noida,200000.0,1 year(s)
Hamsi Marketing Private Limited,Digital Marketing Associate,Hyderabad,700000.0,0 year(s)
Flavorcraft Innovations Private Limited,Graphic Designer,Mumbai,300000.0,1 year(s)
Krannich Solar Private Limited,Sales Specialist - AP,Pune,212000.0,0 year(s)
